1.525891309962003339e-01,3.681141240720044172e-02,3.810204927160064370e-02,-5.146067159999887083e-04,-1.249411311199996946e-03,1.888166046999998227e-03,6.092410812394697395e+00,6.044795253095012200e+00,4.594352062119991587e+00,2.723243718408909775e-01,1.034173320635851212e+00,1.111640172881113164e-01,-1.562156618562737798e-01,-3.258552486997289499e+00,2.979635191561060825e-01
1.405320482642003210e-01,4.408786021520044729e-02,1.541958385360064909e-02,-1.599278879999887018e-04,-1.379806003199997039e-03,1.720304970999998045e-03,6.107061753717677455e+00,6.059446194417992260e+00,4.609003003442971647e+00,2.686616365101459625e-01,1.034173320635851212e+00,1.111640172881113164e-01,-1.562156618562737798e-01,-3.258552486997289499e+00,2.979635191561060825e-01
1.532224711562003017e-01,5.009129043920045044e-02,1.461903309560063334e-02,-4.376210139999890105e-04,-1.950455803199997425e-03,1.537251042999997772e-03,6.114387224379167485e+00,6.063108929748737275e+00,4.539411032158816361e+00,2.723243718408909775e-01,1.037836055966596227e+00,1.075012819573663014e-01,-1.562156618562737798e-01,-3.258552486997289499e+00,2.943007838253610675e-01
1.525891309962003339e-01,3.681141240720044172e-02,3.810204927160064370e-02,-5.146067159999887083e-04,-1.249411311199996946e-03,1.888166046999998227e-03,6.110724489048422470e+00,6.216943813640027905e+00,4.634642150758186752e+00,2.686616365101459625e-01,1.034173320635851212e+00,1.075012819573663014e-01,-1.562156618562737798e-01,-3.254889751666544484e+00,3.016262544868510975e-01
1.523558629542003107e-01,5.106182910920045726e-02,1.863466580360063213e-02,-7.281592859999889153e-04,-1.427940347199997207e-03,2.067701972999998195e-03,6.019156105779797095e+00,6.096073547725442410e+00,4.587026591458501557e+00,2.686616365101459625e-01,1.034173320635851212e+00,1.075012819573663014e-01,-1.562156618562737798e-01,-3.258552486997289499e+00,2.943007838253610675e-01
1.529595479402003355e-01,5.143407217720045999e-02,1.774447540360064857e-02,-1.485054039999886028e-04,-1.447341007199997101e-03,2.068494062999998596e-03,6.172990989671087725e+00,6.202292872317047845e+00,4.594352062119991587e+00,2.686616365101459625e-01,1.034173320635851212e+00,1.075012819573663014e-01,-1.598783971870188225e-01,-3.258552486997289499e+00,2.943007838253610675e-01
1.528528009102003149e-01,8.025481393120047213e-02,1.686344595960063281e-02,-5.657447699999888693e-04,-1.476112363199997115e-03,1.897355106999998363e-03,6.085085341733207365e+00,6.198630136986302830e+00,4.539411032158816361e+00,2.723243718408909775e-01,1.037836055966596227e+00,1.075012819573663014e-01,-1.562156618562737798e-01,-3.258552486997289499e+00,2.943007838253610675e-01
1.525891309962003339e-01,3.681141240720044172e-02,3.810204927160064370e-02,-5.146067159999887083e-04,-1.249411311199996946e-03,1.888166046999998227e-03,6.048457988425757215e+00,6.319500402900888325e+00,4.605340268112226632e+00,2.686616365101459625e-01,1.034173320635851212e+00,1.038385466266212864e-01,-1.598783971870188225e-01,-3.254889751666544484e+00,2.943007838253610675e-01
1.525891309962003339e-01,3.681141240720044172e-02,3.810204927160064370e-02,-5.146067159999887083e-04,-1.249411311199996946e-03,1.888166046999998227e-03,6.044795253095012200e+00,6.107061753717677455e+00,4.619991209435206692e+00,2.723243718408909775e-01,1.030510585305106197e+00,1.075012819573663014e-01,-1.562156618562737798e-01,-3.258552486997289499e+00,2.979635191561060825e-01
1.527486499222003302e-01,5.049643083320046189e-02,5.909292840360065580e-02,-4.462997359999886469e-04,-1.598879223199996995e-03,2.054275494999998394e-03,6.022818841110542110e+00,6.198630136986302830e+00,4.601677532781481617e+00,2.686616365101459625e-01,1.034173320635851212e+00,1.075012819573663014e-01,-1.562156618562737798e-01,-3.258552486997289499e+00,2.943007838253610675e-01
1.402016977262003083e-01,4.408300086720044753e-02,3.649658725360065137e-02,-4.494580659999886964e-04,-1.200139849199997021e-03,1.716612336999997959e-03,6.136363636363637575e+00,6.114387224379167485e+00,4.623653944765951707e+00,2.686616365101459625e-01,1.037836055966596227e+00,1.075012819573663014e-01,-1.562156618562737798e-01,-3.258552486997289499e+00,2.943007838253610675e-01
1.655135686282003249e-01,7.335060919120046929e-02,3.865572097760065079e-02,-3.407697159999885633e-04,-1.365118331199997133e-03,2.066008272999998729e-03,6.092410812394697395e+00,6.216943813640027905e+00,4.601677532781481617e+00,2.723243718408909775e-01,1.030510585305106197e+00,1.038385466266212864e-01,-1.562156618562737798e-01,-3.258552486997289499e+00,2.943007838253610675e-01
1.526291974022003228e-01,5.142921282920046022e-02,3.882147880360065084e-02,-4.380355819999885974e-04,-1.267674853199997082e-03,2.064801428999998075e-03,6.041132517764267185e+00,6.110724489048422470e+00,4.601677532781481617e+00,2.723243718408909775e-01,1.030510585305106197e+00,1.111640172881113164e-01,-1.525529265255287648e-01,-3.258552486997289499e+00,2.979635191561060825e-01
1.406915671902003173e-01,5.777287864120046745e-02,3.641046298560065425e-02,-9.162090799998858621e-05,-1.729273915199997088e-03,1.886414418999997778e-03,6.147351842355872620e+00,6.187641930994067785e+00,4.565050179474031466e+00,2.723243718408909775e-01,1.030510585305106197e+00,1.111640172881113164e-01,-1.598783971870188225e-01,-3.262215222328034514e+00,2.943007838253610675e-01
1.404012830582002935e-01,7.238581971520047231e-02,5.820689591760065673e-02,-3.045799519999886325e-04,-1.567871303199997205e-03,2.059357166999997973e-03,6.231594754963007965e+00,6.304849461577908265e+00,4.561387444143286451e+00,2.686616365101459625e-01,1.034173320635851212e+00,1.111640172881113164e-01,-1.525529265255287648e-01,-3.258552486997289499e+00,2.906380484946160525e-01
1.779179515822003066e-01,5.109869593720046954e-02,-1.722062936399365498e-03,-4.830830259999888739e-04,-1.736057899199997282e-03,2.067519778999997622e-03,6.183979195663322770e+00,6.381766903523553580e+00,4.612665738773716662e+00,2.723243718408909775e-01,1.034173320635851212e+00,1.075012819573663014e-01,-1.562156618562737798e-01,-3.258552486997289499e+00,2.943007838253610675e-01
1.527085835162003136e-01,3.587863041120044338e-02,5.837349887160064865e-02,-5.228708699999887579e-04,-1.580615681199997076e-03,1.877640112999998112e-03,5.942238663834151779e+00,6.154677313017362650e+00,4.630979415427441737e+00,2.686616365101459625e-01,1.034173320635851212e+00,1.075012819573663014e-01,-1.562156618562737798e-01,-3.258552486997289499e+00,2.943007838253610675e-01
1.530860689522003382e-01,6.600439722920047048e-02,3.633082942760065132e-02,-3.521921999999885538e-04,-1.297583327199996854e-03,1.717819180999997529e-03,5.806717456596588001e+00,6.118049959709912500e+00,4.623653944765951707e+00,2.686616365101459625e-01,1.034173320635851212e+00,1.111640172881113164e-01,-1.562156618562737798e-01,-3.258552486997289499e+00,2.943007838253610675e-01
1.657637863542003320e-01,4.411986769520044593e-02,1.613985851360064117e-02,-2.043818059999886550e-04,-1.508257401199997096e-03,1.716430142999998036e-03,6.048457988425757215e+00,6.363453226869828505e+00,4.616328474104461677e+00,2.686616365101459625e-01,1.030510585305106197e+00,1.111640172881113164e-01,-1.598783971870188225e-01,-3.258552486997289499e+00,2.943007838253610675e-01
