-3.710200288201376696e-03,-7.879481276800562317e-03,-7.617140870014634663e-04,5.282175039997644503e-05,7.593733159999567332e-05,-1.219073693999813307e-04,6.825507288843316589e-01,-6.543476668375938221e-01,-1.562156618562737798e-01,-5.365907259541336655e-02,-7.862061387444143623e-01,-5.408028715844993561e-01,-7.495787854369642123e-01,-3.170646839059409139e+00,-8.662369057211850853e-02,1.014469380851592462e+02,4.051426638445871503e-02
8.677232981798637182e-03,-1.515106973680056812e-02,8.437479309985375375e-04,-1.232689960002362450e-05,2.666586959999563247e-05,4.964634060001882961e-05,6.825507288843316589e-01,-6.543476668375938221e-01,-1.525529265255287648e-01,-4.999633726466935768e-02,-7.862061387444143623e-01,-5.444656069152443711e-01,-7.459160501062191972e-01,-3.170646839059409139e+00,-8.662369057211850853e-02,1.013663211365306864e+02,3.825699182285919459e-02
-3.590747768201376679e-03,-8.812263272800562389e-03,1.950973551299853975e-02,4.455759639997644968e-05,-2.552670384000043074e-04,-1.324333033999813510e-04,6.825507288843316589e-01,-6.543476668375938221e-01,-1.562156618562737798e-01,-5.365907259541336655e-02,-7.862061387444143623e-01,-5.408028715844993561e-01,-7.532415207677092273e-01,-3.170646839059409139e+00,-9.028642590286352354e-02,1.007622559145495842e+02,2.134316560738846666e-02
2.111180114979864519e-02,7.698249273199449065e-03,1.483543904998540011e-03,-1.963270576000235388e-04,4.400929155999955072e-04,5.768648460001882098e-05,6.862134642150766739e-01,-6.470221961761037921e-01,-1.562156618562737798e-01,-5.365907259541336655e-02,-7.862061387444143623e-01,-5.444656069152443711e-01,-7.459160501062191972e-01,-3.170646839059409139e+00,-8.296095524137349353e-02,1.003118593191960883e+02,8.732060937490482636e-03
8.900836489798632720e-03,1.367453136519945593e-02,-2.111428491300148397e-02,-1.400360876000237100e-04,-1.817716404000045693e-04,-1.177999813999813431e-04,6.862134642150766739e-01,-6.543476668375938221e-01,-1.562156618562737798e-01,-5.365907259541336655e-02,-7.862061387444143623e-01,-5.371401362537543411e-01,-7.459160501062191972e-01,-3.174309574390154154e+00,-7.929821991062847852e-02,1.005762238001691458e+02,1.613426640473607926e-02
2.156160420779864445e-02,6.770326625199449624e-03,6.779901049985373766e-04,8.493896639997646045e-05,-7.077760840000446531e-05,5.085318460001884695e-05,6.862134642150766739e-01,-6.506849315068488071e-01,-1.562156618562737798e-01,-5.732180792615838155e-02,-7.898688740751593773e-01,-5.371401362537543411e-01,-7.459160501062191972e-01,-3.170646839059409139e+00,-9.028642590286352354e-02,1.005583642314977908e+02,1.563419848193795328e-02
-3.943468330201376978e-03,6.370935425199449748e-03,-2.022909755500148024e-02,-1.607308196000237417e-04,-1.025917044000044923e-04,5.762855660001881268e-05,6.862134642150766739e-01,-6.543476668375938221e-01,-1.598783971870188225e-01,-5.365907259541336655e-02,-7.898688740751593773e-01,-5.371401362537543411e-01,-7.422533147754741822e-01,-3.170646839059409139e+00,-8.662369057211850853e-02,1.010751867092330656e+02,3.010522785852576613e-02
9.134104531798633436e-03,-5.758853368005570003e-04,-1.646901445001464157e-03,7.351648239997645633e-05,-3.242604400004403683e-06,-2.973359073999814594e-04,6.862134642150766739e-01,-6.543476668375938221e-01,-1.598783971870188225e-01,-4.999633726466935768e-02,-7.862061387444143623e-01,-5.371401362537543411e-01,-7.459160501062191972e-01,-3.174309574390154154e+00,-9.028642590286352354e-02,1.008032465136574842e+02,2.249090238240938205e-02
8.923206513798633346e-03,-1.513526680800555968e-03,3.970155155499853483e-02,-2.242778496000235743e-04,-1.547808204000044197e-04,-3.115544753999814989e-04,6.825507288843316589e-01,-6.543476668375938221e-01,-1.525529265255287648e-01,-4.999633726466935768e-02,-7.898688740751593773e-01,-5.334774009230093261e-01,-7.422533147754741822e-01,-3.174309574390154154e+00,-8.662369057211850853e-02,1.008165383303180533e+02,2.286307324890536619e-02
2.128826975979864616e-02,6.402942905199449260e-03,-1.950882289500148123e-02,-2.051847376000237762e-04,-2.310431024000046034e-04,5.375372860001883081e-05,6.862134642150766739e-01,-6.543476668375938221e-01,-1.562156618562737798e-01,-5.732180792615838155e-02,-7.862061387444143623e-01,-5.371401362537543411e-01,-7.459160501062191972e-01,-3.170646839059409139e+00,-8.662369057211850853e-02,1.009321741320551666e+02,2.610087569754478490e-02
2.128826975979864616e-02,6.402942905199449260e-03,-1.950882289500148123e-02,-2.051847376000237762e-04,-2.310431024000046034e-04,5.375372860001883081e-05,6.862134642150766739e-01,-6.543476668375938221e-01,-1.562156618562737798e-01,-5.365907259541336655e-02,-7.862061387444143623e-01,-5.444656069152443711e-01,-7.459160501062191972e-01,-3.174309574390154154e+00,-8.662369057211850853e-02,1.009125198522108491e+02,2.555055586190375233e-02
8.781383969798634004e-03,1.460731336119945600e-02,-4.138573451300147504e-02,-1.317719336000237147e-04,1.494327295999954520e-04,-1.072740473999813499e-04,6.825507288843316589e-01,-6.470221961761037921e-01,-1.525529265255287648e-01,-5.365907259541336655e-02,-7.898688740751593773e-01,-5.408028715844993561e-01,-7.495787854369642123e-01,-3.170646839059409139e+00,-8.296095524137349353e-02,1.010563113754428457e+02,2.957671851239983968e-02
-3.767216378201376347e-03,-7.516956904800562583e-03,4.050210231299855579e-02,5.341527639997660574e-05,4.158689795999958574e-04,-1.285005473999813609e-04,6.825507288843316589e-01,-6.543476668375938221e-01,-1.525529265255287648e-01,-5.365907259541336655e-02,-7.862061387444143623e-01,-5.371401362537543411e-01,-7.495787854369642123e-01,-3.170646839059409139e+00,-8.662369057211850853e-02,1.010337392246317307e+02,2.894469828968847247e-02
-3.630814174201376417e-03,-2.343006369480057569e-02,1.879030598099853955e-02,-3.201353760002360703e-05,-2.370034964000042798e-04,-3.090686853999815241e-04,6.862134642150766739e-01,-6.506849315068488071e-01,-1.525529265255287648e-01,-5.365907259541336655e-02,-7.898688740751593773e-01,-5.408028715844993561e-01,-7.532415207677092273e-01,-3.170646839059409139e+00,-8.296095524137349353e-02,1.014997994394911700e+02,4.199438430575288400e-02
9.070019949798637654e-03,-1.571646801280057043e-02,4.130201053099855774e-02,2.695326503999766134e-04,-1.442730064000042711e-04,3.621986260001882544e-05,6.898761995458216889e-01,-6.543476668375938221e-01,-1.562156618562737798e-01,-5.365907259541336655e-02,-7.862061387444143623e-01,-5.371401362537543411e-01,-7.459160501062191972e-01,-3.170646839059409139e+00,-8.296095524137349353e-02,1.005999585400272878e+02,1.679883912076390179e-02
2.087853310779864274e-02,2.194866597519946200e-02,-1.798383956300147676e-02,-4.098796276000237458e-04,2.615638795999953550e-04,2.372224106000189780e-04,6.788879935535866439e-01,-6.543476668375938221e-01,-1.562156618562737798e-01,-5.365907259541336655e-02,-7.898688740751593773e-01,-5.371401362537543411e-01,-7.459160501062191972e-01,-3.170646839059409139e+00,-9.028642590286352354e-02,1.007704326810381588e+02,2.157211506906843435e-02
2.095791922179864736e-02,6.398083557199449496e-03,1.568180504998518878e-03,-4.947149156000237979e-04,-5.137694840000462521e-05,5.006109460001882520e-05,6.862134642150766739e-01,-6.506849315068488071e-01,-1.525529265255287648e-01,-5.365907259541336655e-02,-7.862061387444143623e-01,-5.408028715844993561e-01,-7.459160501062191972e-01,-3.170646839059409139e+00,-8.662369057211850853e-02,1.016783811326232296e+02,4.699467171345027977e-02
